A,d,I,noise,fitness
9.910476834295563,0.16244454688222956,0.04985941538812054,0.041333970727626325,0.08326428017664009
10.015821607221577,0.16182458889752055,0.04809941633277341,0.04275308851662469,0.08631339431608748
10.87932292283312,0.16176375041129562,0.052543205162727535,0.0477227832792849,0.08661540288484011
12.333240517430662,0.15997066581008684,0.05954032142048378,0.050217472892040364,0.08816763419521984
12.625093955016233,0.1597586259087945,0.062112685911685395,0.05123095479918678,0.09030941907893553
12.269127315749573,0.1599658905766968,0.06072326492512554,0.04980603067876818,0.08857797380044244
13.196741833042205,0.15977259057102444,0.0639841102504379,0.055187167654700574,0.09128588265400836
12.89342261644604,0.16035831730065095,0.05957133210924168,0.05501991695485847,0.08790493430281054
10.885078718087552,0.16102327726161064,0.0473632883825452,0.0476367516457352,0.08927245257833344
10.960594715117741,0.15975951329574922,0.04949927493247617,0.042993287019962856,0.09015576412914927
12.18306239436693,0.16049574191865082,0.05539302706143308,0.0514592906261142,0.08842827111367522
12.505045292032602,0.15924814778899068,0.05888746795664351,0.04867106657278414,0.08831742891424241
11.43530864296026,0.16068904192432318,0.053358204752308826,0.048191174620623535,0.08746767741709333
11.660541583156942,0.16275481079027718,0.06268901247091326,0.051625253069153824,0.09011132027191168
12.07400593331781,0.15961071302984345,0.05787648365821755,0.05079079496009056,0.09298714055291253
10.792278726082793,0.16122730831463694,0.05114147207150082,0.045704354554785505,0.08657143339716954
9.90804224853489,0.16147483448377975,0.046364717549092146,0.0428858392686772,0.08587214291914438
11.653842032202734,0.1602351807229894,0.050720354542059476,0.05239261157172543,0.09405832411936399
11.060844068379293,0.16105949243439535,0.05203652131355557,0.046430669341589556,0.08548356040263727
11.14970541718317,0.160708122112499,0.05203963084157838,0.04620621698547509,0.0867888362420362
10.093424705305745,0.1634788256556,0.05537315426700066,0.048180301330062535,0.08907862557720381
10.793864413449048,0.16175299357995873,0.05264656014933943,0.044709955331284586,0.08333253363642312
11.832365703816162,0.16140821139513933,0.054021715931140434,0.05311385235710505,0.08866843126256738
11.392200684236698,0.16222174199726333,0.05702335747558855,0.04992836521839744,0.0870339879857117
10.686260958262858,0.1623831219709003,0.051330393377843335,0.05247067465631811,0.09130800615943634
10.750762310272897,0.1611637932281259,0.04618779762039032,0.04422472130376312,0.08777264854831357
10.842743198829035,0.16261333337604242,0.05359750837566809,0.04910650844009416,0.08675958260345185
11.387223299877459,0.160928964622429,0.051333033507097635,0.0506750453600451,0.08944923004820818
10.609245948776117,0.16148138910897367,0.0493920394928651,0.04867901405319845,0.08953200173590865
11.738731230606284,0.16112206114883162,0.054363501302215574,0.0504935767416479,0.08735702229029153
10.487835113341845,0.16074386522310524,0.05136094182264298,0.04186678992915893,0.08592069407676439
12.292719774799032,0.1604944896009746,0.05761908883096951,0.052896288294770284,0.08831695838301978
9.604298435288113,0.16112428203139162,0.04462989038097323,0.04109169086484158,0.09181015766677517
8.04705376134089,0.16364563797527804,0.04052309742195173,0.033546513274200225,0.08637894017041133
9.394036228134015,0.1621197438381467,0.0484388194460089,0.03938852998870306,0.08578351068338375
10.261465724172337,0.1617961568372724,0.04977132522808787,0.04647818867217299,0.0884607431690957
11.169821151418647,0.16207368606555905,0.05534611956021226,0.0462647140634884,0.08521743271221346
11.438459124946485,0.15994891606715042,0.0517161824662475,0.046887039815135256,0.08977214861110597
8.92818130340435,0.16330653349838958,0.04193610159749968,0.040695581946892496,0.08539583694127681
12.12488879712701,0.1605950657442239,0.05910764319425668,0.05426564612559909,0.09152234969657644
9.910476834295563,0.16244454688222956,0.04985941538812054,0.041333970727626325,0.08326428017664009
8.148978450630505,0.1625290598479072,0.039468694554215124,0.03372459446173254,0.09034174136474069
10.825494107878866,0.16200220272128008,0.056381485360206464,0.0464087473861929,0.08654265789570544
11.940686010314861,0.16092470883026444,0.055961193082211674,0.048629042488230176,0.0855454330961229
13.165972001401183,0.16094169769247071,0.0640091442784552,0.06120271743827561,0.09461581874061803
12.226695593781564,0.16001151914468545,0.06174751643117747,0.050228443611747685,0.09074282274884143
13.11497946455171,0.15954183187079526,0.06409345571432487,0.05739823920971354,0.09873777967768602
9.367249739569061,0.16320387978595663,0.04932775182303783,0.04014105839883012,0.08425199551224721
11.99707199080189,0.1621103251645511,0.05586796408692135,0.05283591761962982,0.08929159535070551
8.826790069605138,0.16350554699305955,0.04070301994753928,0.04147352902686149,0.08718843024146489
11.543186329750098,0.16099268495064145,0.05489024943647019,0.04903322110788634,0.08779399841022709
